test,trial,block,jaccard
loso,148,1,0.8500
loso,148,2,0.6667
loso,148,3,0.8947
loso,148,4,0.5517
loso,149,1,0.8500
loso,149,2,0.6667
loso,149,3,0.8947
loso,149,4,0.5517
loso,150,1,0.8000
loso,150,2,0.6667
loso,150,3,0.8947
loso,150,4,0.5517
loso,151,1,0.8500
loso,151,2,0.6667
loso,151,3,0.8947
loso,151,4,0.5517
loso,152,1,0.6000
loso,152,2,0.6667
loso,152,3,0.8947
loso,152,4,0.5517
loso,153,1,0.6000
loso,153,2,0.6667
loso,153,3,0.8947
loso,153,4,0.6667
loso,154,1,0.8500
loso,154,2,0.6667
loso,154,3,0.8947
loso,154,4,0.5517
loso,155,1,0.6000
loso,155,2,0.6667
loso,155,3,0.8947
loso,155,4,0.5517
loso,156,1,0.8500
loso,156,2,0.6667
loso,156,3,0.8947
loso,156,4,0.5517
loso,157,1,0.8500
loso,157,2,0.6667
loso,157,3,0.8947
loso,157,4,0.5517
loso,158,1,0.6000
loso,158,2,0.6667
loso,158,3,0.8947
loso,158,4,0.6667
loso,159,1,0.6000
loso,159,2,0.6667
loso,159,3,0.8947
loso,159,4,0.5517
loso,160,1,0.8500
loso,160,2,0.6667
loso,160,3,0.8947
loso,160,4,0.5517
loso,161,1,0.6000
loso,161,2,0.6667
loso,161,3,0.3793
loso,161,4,0.5517
loso,162,1,0.8500
loso,162,2,0.6667
loso,162,3,0.8947
loso,162,4,0.5517
loso,163,1,0.8500
loso,163,2,0.6667
loso,163,3,0.8947
loso,163,4,0.5517
loso,164,1,0.8500
loso,164,2,0.6667
loso,164,3,0.8947
loso,164,4,0.5517
loso,165,1,0.8500
loso,165,2,0.6667
loso,165,3,0.8947
loso,165,4,0.5517
loso,166,1,0.8500
loso,166,2,0.6667
loso,166,3,0.8947
loso,166,4,0.5517
loso,167,1,0.8500
loso,167,2,0.6667
loso,167,3,0.8947
loso,167,4,0.5517
loso,168,1,0.8500
loso,168,2,0.6667
loso,168,3,0.8947
loso,168,4,0.5517
loso,169,1,0.8500
loso,169,2,0.6667
loso,169,3,0.8947
loso,169,4,0.5517
loso,170,1,0.8500
loso,170,2,0.6667
loso,170,3,0.8947
loso,170,4,0.5517
loso,171,1,0.6000
loso,171,2,0.5500
loso,171,3,0.9000
loso,171,4,0.6154
loso,172,1,0.5500
loso,172,2,0.6667
loso,172,3,0.8947
loso,172,4,0.5517
loso,173,1,0.8500
loso,173,2,0.6667
loso,173,3,0.8947
loso,173,4,0.5517
loso,174,1,0.6000
loso,174,2,0.6667
loso,174,3,0.8947
loso,174,4,0.5517
loso,175,1,0.6000
loso,175,2,0.6667
loso,175,3,0.8947
loso,175,4,0.5517
loso,176,1,0.8500
loso,176,2,0.6667
loso,176,3,0.8947
loso,176,4,0.5517
loso,177,1,0.8500
loso,177,2,0.6667
loso,177,3,0.7895
loso,177,4,0.5517
loso,178,1,0.7500
loso,178,2,0.6667
loso,178,3,0.8947
loso,178,4,0.5517
loso,179,1,0.8500
loso,179,2,0.6667
loso,179,3,0.8947
loso,179,4,0.5517
loso,180,1,0.8500
loso,180,2,0.6667
loso,180,3,0.8947
loso,180,4,0.5517
loso,181,1,0.6000
loso,181,2,0.6667
loso,181,3,0.8947
loso,181,4,0.5517
loso,182,1,0.8500
loso,182,2,0.4000
loso,182,3,0.5769
loso,182,4,0.5517
loso,183,1,0.8500
loso,183,2,0.6667
loso,183,3,0.8947
loso,183,4,0.5517
loso,184,1,0.8500
loso,184,2,0.6667
loso,184,3,0.8947
loso,184,4,0.5517
loso,185,1,0.8500
loso,185,2,0.6667
loso,185,3,0.8947
loso,185,4,0.5517
loso,186,1,0.8500
loso,186,2,0.6667
loso,186,3,0.8947
loso,186,4,0.5517
loso,187,1,1.0000
loso,187,2,0.6667
loso,187,3,0.8947
loso,187,4,0.7917
loso,188,1,0.8500
loso,188,2,0.6667
loso,188,3,0.8947
loso,188,4,0.5517
loso,189,1,0.8500
loso,189,2,0.6667
loso,189,3,0.8947
loso,189,4,0.5517
loso,190,1,0.8500
loso,190,2,0.6667
loso,190,3,0.8947
loso,190,4,0.5517
loso,191,1,0.8500
loso,191,2,0.9524
loso,191,3,0.8947
loso,191,4,0.5517
loso,192,1,0.8500
loso,192,2,0.6667
loso,192,3,0.8947
loso,192,4,0.5517
loso,193,1,1.0000
loso,193,2,0.6667
loso,193,3,0.8947
loso,193,4,0.7917
loso,194,1,0.6000
loso,194,2,0.9500
loso,194,3,0.6316
loso,194,4,0.5517
loso,195,1,0.6000
loso,195,2,0.6667
loso,195,3,0.4138
loso,195,4,0.5161
loso,196,1,0.8500
loso,196,2,0.6667
loso,196,3,0.8947
loso,196,4,0.5517
loso,197,1,0.6000
loso,197,2,0.6667
loso,197,3,0.8947
loso,197,4,0.5517
loso,198,1,0.6000
loso,198,2,0.6667
loso,198,3,0.8947
loso,198,4,0.5833
loso,199,1,0.8500
loso,199,2,0.6667
loso,199,3,0.8947
loso,199,4,0.5517
loso,200,1,0.8500
loso,200,2,0.6667
loso,200,3,0.8947
loso,200,4,0.5517
loso,201,1,0.8500
loso,201,2,0.6667
loso,201,3,0.8947
loso,201,4,0.5517
loso,202,1,0.6000
loso,202,2,0.6667
loso,202,3,0.8947
loso,202,4,0.5517
loso,203,1,1.0000
loso,203,2,0.6667
loso,203,3,0.8947
loso,203,4,0.7917
loso,204,1,0.6000
loso,204,2,0.7000
loso,204,3,0.5000
loso,204,4,0.5652
loso,205,1,0.8500
loso,205,2,0.6667
loso,205,3,0.8947
loso,205,4,0.5517
loso,206,1,0.8500
loso,206,2,0.6667
loso,206,3,0.8947
loso,206,4,0.5517
